,article,sentiment,Week_number
4257,검출이 증가하면서 방역당국이 포천 지역 내 방역을 강화하고 ,0,162
4258,162번쨰 기사입니다,0,163
4259,사업량 10조원 달성을 목표로 사업을 추진키로 했다,0,163
4260,자회사 대표이사가 참석한 가운데 ‘2021년도 축산경제 경,0,163
4261,협약식’을 개최했다,0,163
4262,농협사료 대표이사와 농협목우촌 대표이사를 대상으로 체결됐다,0,163
4263,당부했다,1,163
4264,적극 추진키로 했다,1,163
4265,생계안정비용이 지급된다,1,163
4266,수매 이후 15개월만이다,0,163
4267,일부개정안을 행정 예고했다,0,163
4268,수매 등 적극적 방역조치를 실시했다,0,163
4269,농가가 위험 지역 수매에 참여했다,0,163
4270,희망 수매 농가들은 그동안 법적 지원 근,0,163
4271,가 없어 생계안정자금을 지원받지 못하고 ,-1,163
4272,긴급안정비용을지원키로 했다,1,163
4273,생계 비용이 지원될 계획이다,1,163
4274,축산관련단체협의회가 도축세 부활에 대해 반대 입장을 표명했다,-1,163
4275,축산회관에서 생산자단체 대표자 회의를 열고 외국인 근로자 고용허가 주거시설 기준 강화,0,163
4276,가짜고기 시장 잠식,0,163
4277,반대 입장을 명확히 했다,0,163
4278,지방세 세목 체계 간소화 등으로 폐지됐었다,0,163
4279,법안 발의를 추진할 것으로 알려졌다,0,163
4280,예상된다며 우려를 나타냈다,-1,163
4281,가격 경쟁력 약화도 예상했다,-1,163
4282,향후 도축세 부활 추진 시 강력 저지할 계획이라고 밝혔다,0,163
4283,지난해 돼지고기보다 돼지 부산물 수입이 더 큰 폭으로 줄었다,1,163
4284,식육가공품 수입도 처음으로 감소했다,-1,163
4285,최근 육류유,0,163
4286,감소했다,-1,163
4287,더 큰 폭의 감소세를 보였다,-1,163
4288,식육가공품 수입도 줄었다,0,163
4289,감소했다,-1,163
4290,적었다,0,163
4291,증가했으나 역시나 감소세가 꺾였다,-1,163
4292,저작권자 ,0,163
4293,강세를 보여 한돈 소비에 악영향을 미치고 ,-1,163
4294,상승했다,1,163
4295,연동되지 못한 것으로 분석되고 ,-1,163
4296,이 같이 산지가격과 삼겹 소비자가격간 가격 왜곡 현장이 발생하고 ,-1,163
4297,이는 돼지고기 부위별 심각한 소비 불균형으로 풀이된다,-1,163
4298,목살 등 구이용 고기에 대한 수요가 증가하,0,163
4299,소비가 저조해 재고 적체로 육가공업계가 삼겹 판매가만 높게 유지하고 ,-1,163
4300,다릿살 같은 저지방 부위 소비 증가가 시급하다,-1,163
4301,163번쨰 기사입니다,0,164
4302,확산이 우려되고 ,-1,164
4303,양성으로 확진됐다,-1,164
4304,이에 방역당국은 강릉,0,164
4305,위험 주의보를 발령하면서 ,-1,164
4306,또한 방역 실태 현장 점검을 통해 복합 영농인 방역 관리 강화 및 검출 지점 인근 도로,0,164
4307,집중 소독을 실시했다,0,164
4308,범위가 더욱 넓어질 것을 우려하고 ,-1,164
4309,전략으로 전환을 촉구하고 ,0,164
4310,한편 지난 15일 현재 전국 멧돼지 ASF 검출 건수는 1천75건으로 경기 4개 시군에서 496건,0,164
4311,164번쨰 기사입니다,0,165
4312,돼지 건강관리에 주의를 기울,0,165
4313,야 한다는 지적이다,-1,165
4314,이번 겨울은 유난히 추웠다,-1,165
4315,기습 한파도 잦았다,-1,165
4316,다가오는 봄은 예년보다 높은 기온이 예보돼있다,0,165
4317,기온 변화가 다른 해보다 클 수밖에 없는 것이다,0,165
4318,기온이 대체로 평년보다 높고 ,0,165
4319,대비를 더 철저히 해야 하는 것이다,0,165
4320,생체 대사 기능과 면역체계 기능이 낮아진다,-1,165
4321,질병 저향력이 떨어지는 시기라는 얘기다,-1,165
4322,무엇보다 호흡기 질병의 위험이 높아지는 만큼 환경 관리에 특히 신경써야 한다고 당부하고 ,0,165
4323,내외부 소독과 청소가 중요한 시기다,0,165
4324,먼지와 각종 병원성 세균의 농도를 낮추는 것이다,1,165
4325,분변 등을 제거한다,0,165
4326,약액이 사료 급이기에 남아 있지 않게 주의한다,0,165
4327,돼지를 들이기 전에 내,0,165
4328,돼지 사이의 교차 오염을 예방할 수 있다,1,165
4329,건조한 환경이 질병 발생의 원인이 될 수 있는 만큼 환절기에는 환경에 대해서도 더 세심한 관리가 요구된다,-1,165
4330,내 적정 온도를 유지하면서 단열 시설물은 환절기,0,165
4331,뒤 제거하는 것이 좋다,0,165
4332,피해를 줄이도록 한다,0,165
4333,환기는 ,0,165
4334,밤에는 환기량을 줄여 내부 온도가 급격히 낮아지는 것을 막는다,0,165
4335,수준으로 관리하고 외부 공기가 내부의 공기와 적절하게 섞여 바깥으로 나갈 수 있도록 한다,0,165
4336,강조하며 동시에 차단방역과 주변 소독을 철저히 실시해 농장의 생산성 낮추는 요인을 줄이는 노력이 필요하다고 ,0,165
4337,저작권자 ,0,165
4338,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 165번쨰 기사입니다,0,166
4339,말레이시아에서 처음으로 ASF(아프리카돼지열병,-1,166
4340,이에 방역당국이 국경 검역을 강화키로 했다,0,166
4341,농림축산식품부(장관 김현수)는 지난달,0,166
4342,대하여 국경검역을 강화하였다고 ,-1,166
4343,혹시,0,166
4344,주)에 대한 전수검색을 실시키로 했다,0,166
4345,또한,0,166
4346,주의를 당부했다,-1,166
4347,농축산부는,0,166
4348,축산물을 휴대하여 입국하는 행위는 금지되어 있으니 국경검역에 적극 협조하여 줄 것을 요청했다,0,166
4349,구제역 특별방역대책 기간이 2주 연장된다,0,166
4350,다만 ,0,166
4351,구제역 특별방역대책 기간을 이달 14일까지로 조정했다,0,166
4352,구제역의 경우 일부 농장에서 백신 접종 관리가 미흡한 사례가 발견된데 ,-1,166
4353,중국 등 주변국 발생도 이어지고 있다는 것도 연장 결정에 영향을 미쳤다,0,166
4354,소 분뇨의 권역 밖 이동 제한 조치도 이어가기로 했다,0,166
4355,장기간 분뇨 이동이 금지됐던 만큼 연장 기간에는 사전 검사 후 이상이 없는 경우 권역 밖으로 이동될 수 있도록 지도 관리할 방침이다,0,166
4356,환경 중 구제역 바이러스 순환 여부 확인을 위해 축산차량 이동이 많은 소,0,166
4357,이달 중 환경 검사를 실시하고 백신 접종 상황 등 위험요인을 고려해 추가 연장 여부를 다시 검토키로 했다,0,166
4358,저작권자 ,0,166
4359,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 166번쨰 기사입니다,0,167
4360,구제역 백신 항체 형성률 기준이 법으로 명시될 전망이다,0,167
4361,이 대표 발의한 가축전염병예방법 개정안을 통과시켰다,0,167
4362,이번 개정안은 가축의 소유자 등에게 구제역 예방 접종 등의 조치를 명할 수 있도록 되어,0,167
4363,법적 근거가 미흡해 소송이 제기되고 ,-1,167
4364,농가와 정부간 구제역 백신 문제의 갈등의 골은 더욱 깊어질 것으로 예상되고 ,-1,167
4365,향후 각종 정부 지원 사업에서도 배제가 되는 등 선의의 피해를 받을 것으로 우려하고 ,-1,167
4366,전체 돼지고기 수입량 감소에도 삼겹살은 줄지 않았다,0,167
4367,독일산 삼겹살 수입은 중단됐지만,0,167
4368,른 유럽국가들이 그 빈자리를 채우고 ,0,167
4369,줄었다,0,167
4370,줄었다,0,167
4371,작년보다 돼지고기 수입 단가가 오른 영향으로 풀이된다,0,167
4372,삼겹살은 되레 증가했다,-1,167
4373,삼겹 수입량은 1월과 비슷한 1만600여톤을 기록했는데 ,0,167
4374,늘었다,0,167
4375,그 차이가 확연하다,0,167
4376,급감했다,-1,167
4377,삼겹살이 수입되는 나라들은 모두 늘었다,0,167
4378,196,0,167
4379,늘어 ASF로 수입이 중단된 독일산 삼겹살 수입물량을 다른 유럽국가들이 대체하고 ,0,167
4380,저작권자 ,0,167
4381,임스 무단전재 및 재배포 금지임정은다른기사 보기 167번쨰 기사입니다,0,168
4382,발생 시 수매에 참여했던 농가에 대해 비로소 ,0,168
4383,수매된 지 18개월 만이다,0,168
4384,긴급안정비용을 지원한다고 ,1,168
4385,재정적 근거가 없어 생계안정 지원이 어려웠다,-1,168
4386,제도적 근거 마련과 필요한 예산을 확보했다고 강조했다,1,168
4387,생계안정을 목적으로 최대 18개월분까지 지원키로 했다,1,168
4388,이들 농가당 평균 지원 금액은 사육규모에 따라 1천200백만원,0,168
4389,긴급안정비용을 3월 중순경 지급될 예정이다,1,168
4390,구제역 특별방역대책기간이 또 다시 2주간 연장됐다,0,168
4391,동안 연장키로 했다,0,168
4392,검역본부 현장점검결과 일부 농가에서는 방역관리 미흡사례가 확인되고 있어 안심할 수 없는 상황이라며 이 같이 연장키로 한 것,-1,168
4393,밖 이동 제한 조치도 3월 28일까지 연장된다,0,168
4394,동안 분뇨 이동을 금지한 점을 고려하여 이번 연장기간 동안에는 사전검사 후 이상이 없는 경우에 한해 제한적으로 권역 밖으로 이동될 수 있도록 지도,0,168
4395,환경 검사를 실시할 계획이다,0,168
4396,사회거리 두기 단계를 2주간 더 연장했다,0,168
4397,이상 금지 모임도 지속되면서 한돈 소비 위축이 심화될 것으로 우려되고 ,-1,168
4398,농가들의 시름이 깊어지고 ,-1,168
4399,상승했으나 이후 다시 3천원대로 하락했다,-1,168
4400,이는 무엇보다 코로나 확산 지속으로 한돈 소비가 주춤한 영향으로 풀이된다,0,168
4401,발생으로 가동이 중단되는 등 가격에 영향을 미치는 요인들도 생겨나고 ,0,168
4402,지방 지역의 경우 거리두기 완화 이후 한돈 판매가 소폭 나아지는 모습을 보이고 ,0,168
4403,잡육은 여전히 어려운 상황이 이어지고 ,-1,168
4404,안팎 형성에 그칠 것으로 전망되고 ,-1,168
4405,168번쨰 기사입니다,0,169
4406,양돈사료량이 55만톤 이하를 기록했다,0,169
4407,기준 전년 대비로도 감소했다,-1,169
4408,각각 줄었다,0,169
4409,이는 올해 돼지 사육두수가 전년 대비 감소한 가운데 2월 설 연휴로 작업 일수가 준 영향이다,0,169
4410,이에 하루 생산량으로 따져보면 2월이 3만여톤으로 전달과 지난해 동월에 비해서는 각각 8,0,169
4411,양돈사료량도 전년 대비 감소하면서 ,0,169
4412,감소했다,0,169
4413,다소 차이는 있다,0,169
4414,가량 줄었다,0,169
4415,자돈용과 번식돈용은 비육돈용에 비해 감소폭,0,169
4416,번식돈용 가운데서는 번식용 모돈사료가 1월에 이어 2월에도 전년 동월대비 증가했다,0,169
4417,늘어 향후 사육두수 증가로 이어질지 주목된다,0,169
4418,저작권자 ,0,169
4419,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 169번쨰 기사입니다,0,170
4420,한돈시장이 정반대의 전개를 보였다,0,170
4421,한돈시장이 코로나 이전 흐름을 되찾아가는 것인지 주목된다,0,170
4422,문턱도 넘지 못하는 약세를 형성했다,-1,170
4423,시세가 지난해보다 하락한 것으로 보였다,-1,170
4424,들어 평균 4천32원으로 오르며 역전이 일어났다,0,170
4425,지난해와의 차이를 더 벌렸다,0,170
4426,기존의 계절적 흐름에서 크게 벗어난 시기였다,0,170
4427,코로나가 외식과 급식수요를 차단하면서 하락세를 피할 수 없었다,-1,170
4428,한돈시장만 보면 코로나 이전 흐름을 쫓아가고 ,0,170
4429,원서 넷째주 4천244원으로 올랐다,0,170
4430,다른 것은 몇 가지 차이점 때문으로 해석된다,0,170
4431,불확실성이 크게 약화됐다는 점이다,-1,170
4432,시작됐던 지난해는 향후 시장에 대해 불안감이 더 컸다면 올해는 백신 접종과 함께 일상 복귀에 대한 기대감도 어느 정도 작용한 것으로 풀이된다,-1,170
4433,저작권자 ,0,170
4434,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 170번쨰 기사입니다,0,171
4435,돼지 출하두수가 역대 3월 중 최고치를 기록했다,1,171
4436,분기로는 출하가 지난해보다 다소 줄었지만 ,0,171
4437,출하물량으로는 역대 최고치를 기록했다,1,171
4438,감소한 영향으로 올해 돼지 출하물량은 지난해보다 감소할 것으로 예상됐다,-1,171
4439,출하가 지난해보다 크게 늘면서 1분기로는 470만마리로 전년 동기 474만마리 대비 0.8,0,171
4440,적지만 ,0,171
4441,한 바 있다,0,171
4442,앞으로도 사육두수 대비 출하 증가세가 이어질지는 장담하기 어렵다,-1,171
4443,이번 겨울은 유난히 춥고 길었던 때문이다,0,171
4444,이에 그 여파가 향후 출하물량에 반영될 가능성도 점쳐지고 ,0,171
4445,한편 농경연 관측 결과 올해 사육두수,0,171
4446,저작권자 ,0,171
4447,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 171번쨰 기사입니다,0,172
4448,한시적으로 관세가 철폐된다,0,172
4449,이 같은 내용의 국제 곡물 수입가격 부담 완화 대책을 확정,0,172
4450,국내 물가 상승이 우려된데 ,-1,172
4451,수입 통관 관련 절차를 개선한바 있으며 이번에 업계 비용 부담 완화를 위해 추가 조치를 마련한 것이다,1,172
4452,P 인하해 적용키로 했다,0,172
4453,연말까지 소요 물량 128만톤에 대해 한시적으로 긴급할당관세 0,0,172
4454,그동안 운영하던 국제곡물 자문위원회(위원장 농림축산식품부 식량정책관)를 국제곡물 수급대책위원회(위원장 농축산부 기획조정실장)로,0,172
4455,면밀히 모니터링하고 업계와 긴밀히 협의해 나가기로 했다,0,172
4456,저작권자 ,0,172
4457,국경 검역 빗장이 풀리고 ,0,172
4458,이하 농식품부)는 최근 ‘아일랜드와 프랑스 쇠고기 수입위생조건,0,172
4459,그동안 수입허용 절차가 진행됐다,0,172
4460,수입 허용 절차는 총 8단계로 진행됐다,0,172
4461,(① 수입허용가능성 검토,0,172
4462,②가축위생설문서 송부,0,172
4463,③답변서 검토,0,172
4464,④현지조사,0,172
4465,⑤수입허용여부 결정,0,172
4466,⑥수입위생조건안 협의,0,172
4467,⑦수입위생조건 제정,0,172
4468,수입 쇠고기의 안전성이 확보되도록 상대국과 수입 위생 조건안을 협의했다고 ,0,172
4469,전문가들로 구성된 가축방역심의회의 자문 과정을 거쳤다고 강조했다,0,172
4470,가공품은 수입 대상에서 제외했다고 ,0,172
4471,또한 쇠고기,0,172
4472,판단되는 경우 수입을 재개할 수 있도록 조건을 마련했다,0,172
4473,해당 수입위생조건안을 국회에 제출하여 심의를 요청할 계획이라고 밝혔다,0,172
4474,국회 심의 이후에는 수입위생조건안을 확정,0,172
4475,절차가 이어질 예정이다,0,172
4476,한편 2000년 유럽산 쇠고기에 대한 수입이 금지된 이후,0,172
4477,저작권자 ,0,172
4478,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 172번쨰 기사입니다,0,173
4479,정부가 소에 도입했던 이력제 사업을 전국 양돈장 모돈에도 확대 적용을 추진하고 ,0,173
4480,축산물의 안전성을 확보하고자 소 이력제를 실시하고 ,1,173
4481,전국 양돈장을 대상으로 시범사업이 진행될 것임을 시사했다,0,173
4482,전체에 귀표 부착을 통해 농장은 모돈에 대한 주요 사항을 개체 관리카드에 기록하고,0,173
4483,이 같이 정부의 모돈 이,0,173
4484,업계는 난색을 표하고 ,-1,173
4485,가격 하락을 불러올 수 있다는 지적도 제기되고 ,-1,173
4486,자조금에서 충당을 종용하고 있어 논란이 되고 ,-1,173
4487,추진해야 한다고 한 목소리를 내고 ,0,173
4488,농가의 주의가 요구되고 ,-1,173
4489,차단방역에 집중키로 했다,0,173
4490,시험소에 따르면 올해 PED 발생 17건 중,0,173
4491,영천지역에 집중 발생하고 ,0,173
4492,높아 양돈농가의 경제적 피해가 큰 질병이다,-1,173
4493,이는 축사 위생관리가 어려운 동절기,0,173
4494,특히,0,173
4495,위험에 노출되어 있어 각별한 주의가 요구된다,-1,173
4496,김영환 경상북도동물위생시험소장은 ,0,173
4497,당부했다,0,173
4498,저작권자 ,0,173
4499,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 173번쨰 기사입니다,0,174
4500,양돈장 생산 성적 상승 흐름이 한 풀 꺾였다,-1,174
4501,두로 나타났다,0,174
4502,초반대로 다시 급락했다,-1,174
4503,이 같이 생산 성적 하락 배경에는 지난 겨울 유난히 춥고 ,-1,174
4504,겨울 양돈장 비육 관리에 큰 어려움을 겪은 것으로 보인다,-1,174
4505,생산성 저하에다 돼지 값 약세로 힘겨운 겨울을 보낸 것으로 나타났다,-1,174
4506,국내 모돈 특성이 다산형으로 변화되고 ,0,174
4507,검정 성적을 분석한 결과 평균 산자수(요크셔 생존 산자수)는 13.14두로 전년 동기보,0,174
4508,0.02두 향상됐다,0,174
4509,매해 꾸준히 상승하면서 ,0,174
4510,산자 능력 외 산육 능력 성적은 감소하고 ,-1,174
4511,90kg도달일령은 131,0,174
4512,3일로 지난해보다 0,0,174
4513,일당증체량도 717.1g으로 1.1g 감소됐다,0,174
4514,개량되면서 국내 종돈도 다산성 특성으로 개량되고 ,0,174
4515,다산모돈의 장점을 극대화할 수 있는 사양관리가 필요하다고 ,0,174
4516,축산물을 활용한 가정 간편식 중 스테이크와 불고기가 가장 인기가 높은 것으로 조사됐다,1,174
4517,이들 제품은 대부분 수입산을 활용해 만든 제품인 것으로 나타났다,0,174
4518,이상 증가한 것으로 타났다,-1,174
4519,가구 증가에 따른 식생활 변화로 풀이된다,0,174
4520,많이 판매되고 있는 제품은 스테이크 제품이며,0,174
4521,그러나 소기기 스테이크 제품 모두,0,174
4522,대부분 수입산을 사용한 것으로 조사됐다,0,174
4523,국민들의 스테이크 인기와 무관치 않은 것으로 분석되고 ,0,174
4524,2021년도 1분기 한돈 정육 수출 현황,0,174
4525,올해 한돈 지육 수출이 크게 늘었다,0,174
4526,목소리를 높이고 ,0,174
4527,대비 배 이상 증가한 것으로 나타났다,1,174
4528,수출 확대 노력으로 풀이된다,0,174
4529,수출국에서 원하는 가격과 근접해지면서 올해 수출 물량이 늘었다,0,174
4530,업계는 업계의 노력으로 이룬 한돈 수출 성장세를 이제는 정부가 적극 나서 ,0,174
4531,국가간 검역 협정 체결에 적극 나서야 한다는 것이다,0,174
4532,물량은 미미한 수준이다,1,174
4533,역 협정국 확대 지원이 절실하다,0,174
4534,174번쨰 기사입니다,0,175
4535,출하물량 감소 속 한돈 평균 가격도 크게 상승했다,0,175
4536,각각 감소했다,-1,175
4537,감소했다,0,175
4538,이처럼 돼지 출하가 줄면서 4월 평균 한돈 시세는 4천627원으로 지난해 동월 4천286원에 비해 8.0,0,175
4539,한돈 상승의 원인은 소비 증가 요인보다 공급물량이 주도했다,0,175
4540,가량 적은 물량이다,-1,175
4541,도매시장 출하물량도 급감하면서 ,-1,175
4542,이에 따라 5월도 강세를 이어,0,175
4543,지표로 확인되고 있어 소비 회복에 대한 기대감도 피어나고 ,1,175
4544,175번쨰 기사입니다,0,176
4545,안녕하십니까,0,176
4546,존경하는 전국 한돈농가 여러분,1,176
4547,발생했다는 소식에 안타까운 마음입니다,-1,176
4548,점에서 상심이 크실 것으로 생각됩니다,-1,176
4549,정부의 지원도 절실히 필요한 사항입니다,0,176
4550,방역,0,176
4551,농장밀집지역 울타리 조속설치 등을 요청하고 ,-1,176
4552,바라는 마음에 다음과 같은 당부를 드립니다,0,176
4553,철저한 소독을 당부드립니다,0,176
4554,등 방역수칙을 철저히 준수 바랍니다,0,176
4555,유입 가능성을 막아 주시기 바랍니다,0,176
4556,돼지 방목사육을 금지해주시기 바랍니다,0,176
4557,텃밭 재배 등 양돈농장 관계자의 영농활동을 자제해주시길 당부드립니다,0,176
4558,할 경우에는 방역당국에 신고와 방역조치를 하여 주시기 바랍니다,0,176
4559,발생지역 입산금지에 동참을 부탁드립니다,0,176
4560,군 내 입산이 무기한 전면 금지됩니다,0,176
4561,이 지역외의 지역에서도 양돈관계자의 산행 활동을 최대한,0,176
4562,자제해 주시기 바랍니다,0,176
4563,농장 주변에 차단 울타리 설치 등을 강력 요청 하면서 ASF 확산 방지를 위해 적극 노력하겠습니다,1,176
4564,2021년,0,176
4565,5월,0,176
4566,한돈자조금관리위원장 하태식 배상,0,176
4567,176번쨰 기사입니다,0,177
4568,성수기 한돈 소비를 위태롭게 하고 ,-1,177
4569,이어 이달 중순 현재 2천400원대를 넘어섰다,0,177
4570,코로나 여파로 한돈 삼겹살 가격이 강세를 기록했던 지난해 5,1,177
4571,더 오를 가능성도 있다,0,177
4572,가능성도 없지 않다,-1,177
4573,수입 냉장 쇠고기와 가격 역전도 벌어졌다,0,177
4574,한돈 삼겹살 가격이 더 높은 상태다,0,177
4575,최근 10년간 월별 한돈 삼겹 소비자 가격 현황,0,177
4576,최근 도매 시세 상승을 감안하더라도 비싸다,0,177
4577,중순 현재 도매시장 평균 경락 가격은 4천984원으로 전달 4,0,177
4578,가량 상승했다,0,177
4579,기록했던 지난해 5월에 비해서도 낮다,-1,177
4580,성수기 한돈 소비의 걸림돌이 될 수도 있다,-1,177
4581,한돈 소비와 가격 상승을 제한할 수 있어 ,0,177
4582,저작권자 ,0,177
4583,멧돼지 포획을 확대해 줄 것을 강력 요청했다,-1,177
4584,협회는 최근 강원 영월에서 양돈장 ASF 발생과 관련,0,177
4585,있는 등 전국 확산이 우려되고 ,-1,177
4586,발생 위험은 해소되지 않을 것으로 전망했다,-1,177
4587,야생 멧돼지 관리 대책을 환경부에 강력 요구했다,-1,177
4588,가 더 이상 남하되지 않도록 해야 한다고 ,0,177
4589,멧돼지 포획을 요청했다,0,177
4590,멧돼지 포획 환경을 제공해 줄 것도 요구했다,0,177
4591,업계의 한 관계자는,0,177
4592,이라고 우려했다,-1,177
4593,177번쨰 기사입니다,0,178
4594,양돈농가 수익이 호전된 것으로 조사됐다,1,178
4595,미만 소규모 농가는 적자를 피하지 못했다,-1,178
4596,지난해 비육돈 두당 순수익은 평균 4만6천949원으로 19년 6천339원에 비해 4만1천원(640.6%,0,178
4597,수입이 개선된 때문으로 두당 총수입이 36만2천원으로 19년 32만9천564원보다 9.9,1,178
4598,줄면서 ,1,178
4599,줄었다,0,178
4600,감소하면서 전체 생산비를 낮췄다,-1,178
4601,경영 환경은 개선된 것으로 나타났지만 ,1,178
4602,가량 많았던데 비해 1천마리 미만 규모 농가는 두당,0,178
4603,1만4천470원의 적자를 본 것으로 집계됐다,-1,178
4604,수익성의 차이는 확연했다,1,178
4605,생산비가 수익을 결정지었다,0,178
4606,이상 차이가 발생해 적자와 흑자 경영을 가르는 결정적인 차이를 만들었다,-1,178
4607,저작권자 ,0,178
4608,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 178번쨰 기사입니다,0,179
4609,상황서 가정 내 한돈 소비 기반은 굳건했다,0,179
4610,앞으로도 한돈의 소비가 현 수준을 유지할 수 있을까에 대해 의문을 갖게 하는 변화도 있었다,-1,179
4611,올라오는 동시에 앞으로는 수입육과의 경쟁도 쉽지 않을 수 있다는 조짐들이 나타나서다,-1,179
4612,식품행태조사’를 발표했다,0,179
4613,쇠고기,0,179
4614,대조를 보였다,0,179
4615,많이 소비한다는 가구 비중이 62,0,179
4616,반대로 다소 높은 것으로 나타났다,0,179
4617,선호 육류 조사에서는 돼지고기가 밀리는 현상이 더 두드러졌다,-1,179
4618,P 높아져 대조를 보였다,0,179
4619,다른 육류를 선택한 비중은 더 높았다,0,179
4620,경계도 필요할 것으로 보인다,0,179
4621,국내산을 주로 구입하는 것으로 조사됐다,0,179
4622,지난해 급격히 상승한 것으로 나타났다,0,179
4623,높아 향후 가정 내 소비에서 수입육 비중이 더 높아질 가능성이 높은 것으로 나타났다,0,179
4624,이 밖에 돼지고기 구입 행태에 대한 조사 결과를 보면 돼지고기 구입하는 가구의 대다수,0,179
4625,조사됐다,0,179
4626,그밖에 비포장육을 구입하는 가구는 41,0,179
4627,)이 600g 단위로 구입하는 것으로 조사됐다,0,179
4628,가구에 비해 높았으며 5인 이상 가구에서는 1천200g 비중이 29,0,179
4629,구이용이 특정 부위 쏠림이 더 심한 것으로 조사됐다,-1,179
4630,저작권자 ,0,179
4631,경기 북부지역의 생산성이 저하되고 ,-1,179
4632,차량 권역별 이동 제한으로 모돈 갱신이 원활치 못한 영향이다,-1,179
4633,어려운 환경이 조성되면서 해당 농가들의 불만이 높아지고 ,-1,179
4634,발생 이후 포천도축장으로만 출하하고 ,0,179
4635,중점관리지역 방역 관리 강화 조치의 일환으로 경기도 북부 돼지를 타권역으로 출하할 수 없도록 조치했기 때문이다,0,179
4636,모돈 출하에 큰 어려움을 겪고 ,-1,179
4637,방역 취약점이 발생하고 ,-1,179
4638,문턱까지 갔다 돌아섰다,0,179
4639,초반대롤 오가다 21일부터 4천900원대로 떨어진 후에는 줄곧 5천원 이하를 지속했다,-1,179
4640,평균 돈가도 4천991원으로 내려앉았다,0,179
4641,가량 하락했다,0,179
4642,전년 동월보다 낮아진 것은 5월이 처음이다,0,179
4643,상대적으로 올해 돼지 값이 하락한 원인이 됐다,-1,179
4644,대유행이 계속되면서 강화된 사회적 거리두기가 유지되는 등 한돈 소비 환경이 녹록치 못했다,-1,179
4645,감소하면서 ,0,179
4646,이는 지난해 동월 141만두 대비 2.1,0,179
4647,감소했다,0,179
4648,저작권자 ,0,179
4649,올려야 한다는 주장이다,0,179
4650,금요일 경매 활성화도 필요하다는 지적이다,-1,179
4651,한돈협회는 최근 농협 고령축산물공판장에서 협회 임원 및 공판장,0,179
4652,관계자들이 참석한 가운데 도매시장 활성화 대책을 모색했다,0,179
4653,대까지 떨어진 것을 8,-1,179
4654,중도매인을 비롯한 현장 관계자들은 도매시장 활성화를 위해서는 고품질 규격돈을 안정적으로 꾸준히 공급하는 것이 가장 중요하다는데 ,0,179
4655,문제점을 지적했다,-1,179
4656,중도매인이 함께 노력한 덕분에 이전보다 상황이 개선되었다,1,179
4657,밝혔다,0,179
4658,또 손종서 부회장,0,179
4659,도매시장으로의 품질 좋은 규격돈,1,179
4660,균일한 돼지를 안정적으로 공급한다면,0,179
4661,지역에 모범사례가 될 수 있다,0,179
4662,수탁농가들이 단기간의 등락으로 손해를 감수해야 하는 상황이 발생할 수 있지만,0,179
4663,179번쨰 기사입니다,0,180
4664,돼지고기 수입량 감소세가 지속되고 ,-1,180
4665,삼겹살 수입도 계속 늘고 ,0,180
4666,연속 전년 동월대비 감소했다,-1,180
4667,적었다,0,180
4668,미국의 돼지고기 가격이 올해 급등하면서 ,0,180
4669,수입육의 시장성이 낮아진 것도 한 원인이다,-1,180
4670,이처럼 수입육이 줄었지만 ,0,180
4671,과거 어느 시기보다 냉장 수입량이 많았다,0,180
4672,역대 돼지고기 수입량이 사상 최고치를 기록한 해는 18년이다,0,180
4673,올해보다 적었다,0,180
4674,냉장 수입육은 주로 삼겹,0,180
4675,이들 부위의 수입이 크게 증가한 것으로 추정된다,-1,180
4676,최근 냉동 삼겹살 인기까지 겹치면서 ,0,180
4677,나머지 부,0,180
4678,줄었다,0,180
4679,감소했다,0,180
4680,수입량은 전년비 각각 40.8,0,180
4681,저작권자 ,0,180
4682,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 180번쨰 기사입니다,0,181
4683,김유용 서울대학교 교수정부 주관 하에 양돈수급조절협의회가 처음으로 개최됐다,0,181
4684,이날 양돈수급조절협의회장에 김유용 서울대학교 교수를 선출하는 등 양돈 수급위원회가 본격적으로 활동을 개시했다,0,181
4685,유예 기간을 거쳐 올 4월부터 기존 민간 중심의 축종별 수급조절협의회를 농림축산식품부 장관 소속의 자문기구인 축산물수급조절협의회를 설치,0,181
4686,전체 축산물수급조절협의회 구성을 완료하는 한편 6월부터는 돼지 등 5개 축종별 소위원회를 구성해 운영키로 했다,0,181
4687,양돈) 소위원회가 처음으로 개최됐다,0,181
4688,내용으로 진행됐으며,0,181
4689,협의회 위원장에 김유용 서울대학교 교수가 선출했다,0,181
4690,양돈수급조절협의회장을 역임한 바 있다,0,181
4691,수급 불안 가능성을 최소화하기 위해 양돈산업 수급 매뉴얼 구축 및 기준 설정이 필요함을 느껴,0,181
4692,초과는 심각으로 구분하는 등 위기단계별로 생산자 등이 추진할 자율 수급 조절 대책을 마련할 계획이라고 밝혔다,0,181
4693,181번쨰 기사입니다,0,182
