week,sentence,sentiment
1673,인증점 전국 최우수 업소로 선정됐다,positive
1673,산업의 경쟁력 제고를 위해 추진돼,positive
1674,권역 외 이동이 제한된다,neutral
1674,권역 외 이동을 제한하는 조치를 시행한다고 ,neutral
1674,이번 분뇨 이동제한은 그간 국내에서 발생한 구제역에 대한 역학조사 결과 가축분뇨,neutral
1675,발생하자 정부가 검역 강화 조치에 나섰다,negative
1675,농림축산식품부는 17일 인도네시아 농업부가 자국 내 북수마트라 지역(우타라주,neutral
1676,금든 돼지문화원 대표가 대한민국 최고 양돈 명인으로 선정됐다,positive
1676,최근 농촌진흥청은 장 대표를 비롯해 각 분야별 2,neutral
1677,현장 요원을 대상으로 방역 교육을 실시키로 했다,neutral
1677,환경부는 13~23일까지 열흘간 ASF 발생지역인 철원,neutral
1678,확인검사를 하지 않을 방침이다,neutral
1678,양돈업계는 반대입장을 분명히 하고 ,negative
1678,가축사육시설 가축 또는 도축장 출하가축에 대한 혈청검사시 농림축산검역본부의 확인검사 시료채취 기준,neutral
1679,사육돼지 이동제한의 피해가 점차 현실화 되고 ,negative
1679,일각에선 지금과 같은 방역정책 기조라면 양돈농가들이 느끼는 피해는 예방적살처분을 능가할 수도 있다는 우려도 나오고 ,negative
1679,이동제한이 이뤄지고 ,neutral
1679,함께 경기도 포천(15개소) 일부 양돈장이 그 대상이다,neutral
1679,주목할 것은 방역당국이 이동제한 조치를 내리면서 ,neutral
1680,불우이웃을 돕기 위해 6천만원 상당의 한돈,positive
1681,최성현 상무가 성금전달식을 갖고 ,neutral
1682,대한민국 최고농업기술명인’에 선정됐다,positive
1682,축산 분야에서 각각 뛰어난 농업 기술력을,positive
1683,수준에 형성될 것이라고 내다봤다,neutral
1683,국내 육가공업체 관계자들이 참석한 가운데 최근 국내 돈육 시장에 대한 동향분석회의,neutral
1684,공제액도 640억원에 이른 것으로 추정됐다,neutral
1684,1천여두에서 이상육이 발생한 것으로 나타났다,negative
1684,이를 것으로 추산했다,neutral
1684,업계 관계자들은 이상육 발생 증가에 따른 피해 상황을 고려,neutral
1685,내년 삼겹살 수입 관세가 더 내려간다,neutral
1685,내려간다,neutral
1685,모든 관세가 사라진다,negative
1685,떨어진,negative
1686,이후 최고가를 기록하고 ,positive
1686,식량농업기구)가 집계하는 세계 육류가격 지수자료에 따르면 11,neutral
1687,▲ 현장에서 이뤄지고 ,neutral
1687,피드백 결과 내용과 대책을 조합원과 상담 하고 ,neutral
1687,경기도축산위생시험소와 연계해 실시하고 있는 컨설팅에,neutral
1688,경기 양주)에게 감사패를 전달,positive
1688,김현수 농림축산식품부 장관이 출석한 가운데 열린 법사위 전체회의,neutral
1689,국내 돼지 도축두수는 올해와 거의 비슷한 수준이 될 것이라는 전망이 나왔다,neutral
1689,  발표회를 통해 이같이 내다,neutral
1690,정밀검사 결과 모두,neutral
1691,반 동안 과태료 처분 대상에 포함된 전국의 양돈장이 185개소에 달하는 것으로 확인됐다,neutral
1691,도축장에 출하된 소,neutral
1692,수상의 기쁨을 나누고 ,positive
1692,소비자가 뽑은 베스트도축장으로 선정됐다,positive
1692,공식 출범한 후발,neutral
1693,연속 60만톤을 넘었다,neutral
1693,최근 농림축산식품부에 따르면 11월 양돈사료량은 60만4천여톤으로 전달 63만2천톤에,neutral
1694,발생이 50건을 넘어섰다,negative
1694,경기도 파주시 진동면 하포리와 군내면 정자리에서 발견된 멧돼지 폐사체,neutral
1695,장성훈 감사,neutral
1695,▲ 왼쪽부터 바이엘코리아,neutral
1696,개선됐던 국내 양돈현장의 이유후 육성률이 다시 떨어졌다,negative
1696,연속 하락하며 이제 90,negative
1696,  대책 마련이 시급하다,negative
1696,이용해 국내 양돈농가들의 생산성을 가늠해 보았다,neutral
1696,그 결과 국내 양돈현장의 고질병이 그대로 드러났다,negative
1696,이유전후의 육성률이 이전수준에 머물,neutral
1697,최소한의 대책을 정부에 요구하고 ,neutral
1697,있는  정부 차원의 응급처방이라도 이뤄져야 한다는 것이다,negative
1697,전 혈청검사부터 개선돼야 한다는 입장,neutral
1698,배합사료 원료곡물 도입에서부터 곰팡이독소관리가 강화돼야 한다는 분석이 나왔다,neutral
1698,돈협회가 실시한 ‘2019년도 양돈용 배합,neutral
1699,돼지가격이 폭락했다,negative
1699,지육kg당 2천원대로 내려앉으며 12월 시세로는 사례를 찾아보기 힘든 가격이 형성되고 ,negative
1699,할인행사를 통해 돌파구를 찾겠다는 계획이다,neutral
1699,회복되지 못한 채 3천원대 진입 조차 힘,negative
1700,자체 관능검사가 이뤄지고 ,neutral
1700,돈이 경기침체와 시장전반에 걸친 돼지고기 소비감소 추세의 ‘무풍지대,negative
1700,이상 증가한 것으로 집,positive
1701,국내에 첫 발생한 지 100일이 지났다,neutral
1701,9월 17일 첫 발생 후 10월 9일까지 총 14 농가다,neutral
1701,질병으로 인식되면서 정부는 확산 방지를 위해 과도하고 ,neutral
1701,살처분했다,neutral
1701,그 결과 10월 9일 이후 사육 돼지에서 ASF가 발생하,neutral
1702,컨설팅 사업이 조합원농가의 수익증대로 직결되고 ,positive
1702,이동식 체중계를 활용한 출하 선별관리 컨설팅을 실시해 왔다,neutral
1702,규격돈 생산을 뒷받침함으로써 조합원농가의 상위등급 출현율을 최대한 높이려는 목적에서다,neutral
1702,농협중앙회가 실시한 컨설팅,neutral
1703,돈육 소비량이 지속 증가한 것으로 나타났다,neutral
1703,그러나 한돈보다 수입 돈육 소비량 증가분이 더 큰 것으로 나타나,neutral
1703,올해,neutral
1703,한돈 약세의 가장 큰 원인으로 분석되고 ,negative
1703,국내 돼지 수급 현황 및 전망 자료에 따르면 국내 연간 돈육 소비,neutral
1704,내년 한돈 출하물량이,neutral
1704,올해와 비슷할 전망이다,neutral
1704,감소한 1천760만,negative
1705,그칠 것으로 전망됐다,negative
1705,최근 양돈 현안에 대해 논의했다,neutral
1705,특히 이날 위원들이 내년도 돼지 값을 예측한 결과,neutral
1706,돼지 값이 50여일만에 다시 2천원대까지 떨어졌다,negative
1706,김장에 이어 연말 특수도 찾아보기 힘든 불황이 이어지고 ,negative
1706,지난주,neutral
1706,돼지 도매시장 평균 경락,neutral
1707,가축 질병 발생에 적극 대응키로 했다,neutral
1707,김현수 농림축산식품부 장관은 최근 신년사에서 금년 5대 주요 정책을 발표하고 ,neutral
1707,김 장관은 신년사에서 ,neutral
1708,동시에 경영 불안도 가중된 것으로 나타났다,negative
1708,품목 농가들과는 비교되는 축산농가의 두드러진 특징으로 분석됐다,neutral
1708,최근 농촌경제연구원이 분석한 2018년 농가경제 실태와 시,neutral
1709,최근 한돈 약세로 농가들의 모돈 사육 의향이 감소하면서 ,negative
1709,농촌경제연구원 농업관측본부가 최근 표본농가를 대상으,neutral
1710,법적 근거 마련에 제동이 걸린 정부가 수정안을 내놨다,negative
1710,개정안이 국회의원 입법발의 형태로 추진됐지만 ,neutral
1711,살처분 농가들의 신속한 재입식을 정부에 거듭 요구했다,neutral
1711,이중처벌 중단도 건의했다,negative
1711,박병홍 식품산업정책실장을 면담하는 자리에서 이같이 밝혔다,neutral
1711,입식이 지연되면서 선량한 농가들,negative
1712,양돈업계가 돼지고기 파격할인으로 경자년 새해를 시작했다,positive
1712,얼어붙은 돼지고기 시장 활성화를 위해,neutral
1713,확산의 한 원인으로 마피아조직이 지목되고 ,negative
1713,중국 남서부 원난성 경찰이 현지 마피아조직에 의해 타,negative
1714,한국농촌경제연구원이 전망하는 올 한해 돼지가격은 얼마나 될까,neutral
1714,사육의향 감소로 인해 올한해 돼지 평균 사육마릿수는 지난해 보다 적은 1천120만,neutral
1714,이에 돼지 도축마릿수도 지난해 보다 감소한 1천740만,neutral
1715,가축분뇨 처리행위가 매년 감소하고 ,negative
1715,한국환경공단은 최근 민간 컨설팅업체에 의뢰해 실시한 ,neutral
1715,이에 따르면 가축분,neutral
1716,재입식 시기도 결정될 듯시각도 제각각,neutral
1716,살처분농가 ,neutral
1716,발생으로 전 지역 예방적살처분이 이뤄진 경기북부 4개 지역의 재입식이 기약없이 지연되고 ,negative
1716,연천지역 양돈농가의 마지막 살처분이 이뤄진지 벌써 두달 가까이 지나며 한해도 넘긴 시점이지만 방역당국은 구체적인 일정조차 제시하지 못하고 ,negative
1716,양돈농가들의 불만이 극에 달하고 ,negative
1716,농가들과 협의하겠다,neutral
1716,현재까지도 이 약속은 지켜지지 않고 ,negative
1716,달 초 정부에 전달된 것으로 알려졌다,neutral
1716,기간이 경과된  정부의 최종 수정보완 작업도 마무리 됐을 것이라는 게 전반적인 시각,neutral
1717,2019년 9월 경기도 파주에서 아프리카돼지열병,negative
1718,만두에 육박하며 또 다시 사상 최대치를 경신했다,positive
1718,이후 최저수준에 머물렀다,neutral
1718,두로 잠정 집계됐다,neutral
1718,이전까지 최대치로 기록됐던 2,neutral
1719,연쇄효과는 국내 모든 산업의 평균치를 상회한다는 연구결과가 나왔다,positive
1719,지역주민들이 체감하는 효과는 이에 못미치는 것으로 지적됐다,negative
1719,농가의 지역경제 발전에 대한 효,neutral
1720,이후 6년만에 3천원대로 내려앉았다,neutral
1720,연속 사상 최고치를 경신했다,positive
1720,연속 사상 최고치를 기록했다,positive
1720,지난해에는 1월과 10,neutral
1721,가격이 올라도 평년 수준 이하에 머물 것으로 관측됐다,neutral
1721,올해 평균 돼지 값이 3천800~4천100원으로 19년(3천779원)보다 소폭 상승할 것으,neutral
1722,하태식 한돈협회장이 최근 신년사를 통해 ,positive
1722,하 회장은 신년사에서,neutral
1722,새해 새 마음 새 뜻으로 그간 농가들이 걸어온,neutral
1723,강원도 원주시 금돈 돼지문화원 장성훈 대표가 선정됐다고 ,neutral
1723,개인농장에서 시작해 전문종돈장과 유전자센터를 기반으로,positive
1724,성금 2천만원을 기탁했다,neutral
1724,농가의 위기극복에 관련업계의 동참이 계속 이어지고 ,neutral
1724,돈협회 사무실을 방문하고 ASF 성금 2천만원을 전달하는가 하면 17일에는 바이엘코리아,neutral
1725,거래될 것으로 전망했다,neutral
1725,"돼지가격이 올해보다 소폭 상승해 3,800원 ",neutral
1725,협의회장 김유용)는 지난 24일 서울 서초동 소재 제2축산회관 대회의실에서 2019년도 제2,neutral
1726,연속 대상 수상의 영예를 안았다고 7일 밝혔다,positive
1726,농림축산식품부가 주최하고 농협중앙회가 주관하는 2019년 축산물 브랜드 경진,neutral
1727,돼지고기 가격이 심상치 않다,negative
1727,15만원의 적자를 보고 ,negative
1727,등외제외) 경매가격은 kg당 3,neutral
1728,절실한 상황이다,negative
1728, 축산악취 저감을 위해 3년간 지속적인 지원을,positive
1729,유전자 진단키트 제조품목 허가를 취득했다,neutral
1729,현재 국내에서 발,neutral
1730,신축해 청정 축산환경을 조성할 계획이다.,positive
1730,이번에 새롭게 설치하는 상시 검점세척소독시,neutral
1731,"증액된 3,714억원으로 국회에서 최종 확정됐다고 ",neutral
1731,감안해 국회 심의과정에서 내년도 방역 예산을 대폭 증액한 것으로 주요사업으로는 예방약품과 방역장비 등을 지원하는 시도가축방역사업 963억 원,neutral
1732,김은집 현 사외이사를 재선출했다,neutral
1732,대전충남양계농협의 2020년 총 사,neutral
1733,아프리카돼지열병)가 검출됐다,negative
1733,개체의 멧돼지 폐사체에서 아프리카돼지열병 바이러스가 검출됐다고 ,negative
1733,화천군 화천읍 풍산리에서 발견된 폐사,negative
1734,국립순천대학교(총장 고영진)는 경북종돈 이정수 대표가 최근 1천만원 상당의 종돈을 모교인 순천대에 기탁,neutral
1734,대학에서 축산을 전공하는,neutral
1735,노력한 임직원들의 노고를 격려하고 ,positive
1735,시무식<왼쪽 사진>에서 제3회 다비기,neutral
1736,돈이 서울시 청소년들의 영양을 책임지게 됐다,neutral
1736,고등학교 축산물급식업체로 최종 선정됐다,neutral
1736,서류평가를 거쳐 ,neutral
1737,지난해 종돈수입량이 예년의 절반 수준에도 못미쳤다,negative
1737,한국종축개량협회에 따르면 지난해 미국산 169두,neutral
1738,혁신센터에 마침내 첫 입식이 이뤄졌다,neutral
1738,관심과 기대를 모으고 ,neutral
1738,다비육종으로부터 후보돈 60두를 분양받았다,neutral
1738,이들 종돈은 100kg 전후의 체중으로 다비육종 협력농장인 전남,neutral
1739,재입식 지연과 장기간의 이동제한으로 불만이 극에 달한 경기,negative
1739,연천 등 ASF 살처분 4개지역과 이동제한에 묶여있는 강원도 철원지역 ASF비상대책위원들은 지난 6일 파주연천축협에서 회의를 갖고 5개지역이 참여하는 총괄비대위원회,neutral
1740,양돈현장 높은 폐사율 호소,negative
1740,대표는 요즘 고민이 많다,negative
1740,후보돈의 다산성과 관련해 상반된 주문이 고객 양돈농가들로부터 이어지고 ,neutral
1740,이라며 당혹감을 감추지 못했다,negative
1740,고개국내 양돈현장에 다산성 후보돈을 둘러싼 논란이 또 다시 회자되고 ,negative
1740,생산비 측면에서도 불리할 수 있다는 점은 익히 알려진 사실,neutral
1740,회의론까지 고개를 들고 ,negative
1740,충남의 한 양돈농가는 ,neutral
1741,국내 양돈업계가 파격할인으로 새해를 맞이했다,positive
1741,가까이 목심(100g) 990원 이하,neutral
1742,도매시장 기능 활성화 실질적 대책 마련 시급,negative
1742,돼지 출하가 또 다시 감소했다,negative
1742,시장에서의 존재감이 줄었다는 의미로 도매시장 가격의 대표성 논란도 심화될 전망이다,negative
1742,도체등급판정두수로 추정한 국내 돼지 출하두수는 지난 2019년 총 1천781만2천764두,neutral
1743,양돈장에서 직수입한 종돈 마릿수가 전체 수입량의 40,neutral
1743,대비 절반 수준으로 급감한 가운데,negative
1744,이하 한돈자조금,neutral
1745,일관이제 결론 내려야,negative
1745,참고 견딜 수 있다,neutral
1745,희망이 없으면 자포자기 하거나,negative
1745,이준길 북부유전자 대표는 해당지역 농가들이 처한 현실을 이 한마디로 표현했다,neutral
1745,아무런 언급도 하지 않은 채 무작정 시간만 지나다보니 ASF 피해지역 양돈농가들,negative
1746,이후 국내 양돈장의 생산성은 어떻게 변했을까,neutral
1746,번식성적은 향상됐지만 출하성적은 오히려 떨어졌음을 뒷받침하는 통계가 나왔다,negative
1746,돈협회에 따르면 양돈전산프로그램인 ,neutral
1747,구제역 백신의 국산화 길이 열렸다,positive
1747,파로스백신은 자체 개발한 구제역 백신 ‘파로박스 구제역,neutral
1747,이 농림축산검역본부로부터 제조품목허가를 받았다고 ,neutral
1747,완제품을 수입하거나 완제품을 수입해 분병,neutral
1748,지역농가들의 한숨은 끊이지 않고 ,negative
1748,당장 생계문제에 직면해 있기 때문이다,negative
1748,당초 지난해 12월 초 농식품,neutral
1749,돈협회와 한국종돈생산자협회가 손을 잡았다,neutral
1749,회장 민동수)는 지난 9,neutral
1750,신규 런칭했다고 ,neutral
1750,멤스테그는 돼지 귀에 태그형 체온 센싱 스마트 디바이스를 부,neutral
1751,콩으로  인공 돼지고기와 소시지가 나왔다,neutral
1751,개막한 세계 최대 기술 전시회 ‘CES 2020’에서 콩으로,neutral
1752,시중에 방출한 것으로 알려졌다,neutral
1752,물가 안정 조치로 풀이된다,neutral
1752,현재 중국에서는 돼지고기 공급 1350만t이 부족한 상태로,negative
1753,고령축산물공판장을 방문했다,neutral
1753,김 대표는 이번 현장,neutral
1754,대응 체계를 점검했다,negative
1754,대응 상황 점검회의’를 열어 방역 상황을,neutral
1755,피해를 입은 농가에 생계안정자금을 지원할 수 있도록 하는 내용의 가축전염병 예방법 개정안을 의,positive
1756,알찬 할인맞이,positive
1756,설날을 맞아 지난 9일부터 10일까지 양일간 광,neutral
1757,참석한 가운데 농협 상시방역체계 추진을 위한 ‘범농협 비상방역 대책회의,neutral
1757,이날 회의는 범농,neutral
1758,축산업 경쟁력 강화에 나선다,positive
1758,안동시에 따르면,neutral
1759,부문 최우수상을 수상했다고 ,positive
1759,유통업체까지 안전관리인증기준(HACCP,neutral
1760,축산농가에 무료로 보급한다고 ,positive
1760,이 미생물은 유재홍 국립농업과학원 박사가 김치에서 분리한 신규미생물,neutral
1761,상당의 종돈을 모교 순천대에 기탁했다고 ,neutral
1761,순천대에 처음으로 종돈을 기부했다,neutral
1761,이후 일회성 기부에 그치지,neutral
1762,올해 돼지가격은 3800원~4100원으로 전망됐다,neutral
1762,최근 협의회를 갖고 이같이 밝혔다,neutral
1762,발생으로 올해 출하두수는 지난해보다 다소 감소한 1760만두가 예상되며,negative
1763,구제역 감염항체가 검출됐다고 ,negative
1763,동물의 체내에서 형성되는 항체다,neutral
1763,방역,neutral
1764,방역 성공 국가가 될 것인지 관심이 집중되고 ,positive
1764,경기도는 최근 새해에도 야생멧돼지에 의한 바이러스 확산,negative
1765,정부가 축산물이력제에 대한 대대적인 단속을 실시한다,neutral
1765,특별단속을 실시한다고 ,neutral
1765,‘축산물이력제’는 가축 출생부터 도축,neutral
1766,돼지질병 진단사례 동영상이 제공된다,neutral
1766,양돈장에서 문제가 되고 ,neutral
1766,이번 자료,neutral
1767,학교에 납품하는 급식업체로 선정됐다,neutral
1767,서울경기양돈농협은 최근 서울 친환경 학교급식,neutral
1768,있는 임직원들과 함께 지난해를 성찰하고 ,neutral
1768,활동을 하는 2020년을 ‘RE-START 元年’으로 삼아,neutral
1768,이상을 해외에서 벌어들이고 ,neutral
1769,가축전염병 발생이 우려되는 경우 시군구청장이 가축 소유자에게 예방적 살처분 명령을 내릴 수 있게 됐다,neutral
1769,다만 ,neutral
1770,호소 돼지고기 가격이 심상치 않다,negative
1770,15만원의 적자를 보고 ,negative
1770,축산물품질,neutral
1771,성금 500만원을 쾌척했다,positive
1771,전세계적으로 우,neutral
1772,대표이사 장성훈)은 지난 2일 원주 돼지문화원에서 ‘2020년 금돈가족 시무식,neutral
1772,이번 시무식에서는 임직원이 참석한 가운데 지난해의 성과를 되돌아보며 ,neutral
1773,맞이해 문제를 해결하고 답을 제시하는 경영활동을 이어갈 것을 밝혔다,neutral
1773,천하제일사료는 지난 3일부터 4일까지 경주 힐튼 호텔에서 임직원과 가족 200여명을 대상으로 ,neutral
1773,직원들을 시상하고 축하하는 자리,positive
1774,성장‘NO 1’ 목표 의지와 실천 결실,positive
1775,시상식에서 돈육부분 1위를 차지했다,neutral
1775,맞는 시상식으로서 전국 소비자 조사를 통해 2020년을 이끌어,positive
1776,국회를 통과했다,neutral
1776,있다는 점을 긍정 평가하고 ,positive
1776,됐다는 점에서 촉각을 곤두세우고 ,negative
1776,고 규정하고 ,neutral
1776,지난해 11월27일 국회 법,neutral
1777,생삼겹살을 먹을 수 있게 된다,positive
1777,국방부는 최근,neutral
1778,이제만 대충양돈조합장,neutral
1778,이 대한한돈협회에 ASF 성금 6천만원을 냈,neutral
1779,정부의 개보수 자금을 받을 수 있게 됐다,positive
1779,가축분뇨 처리지원사업 시행지침을 확정 발표했다,neutral
1779,이에 따르면 가축분뇨 정화방류시설,neutral
1780,청정국 지위가 가능할까,neutral
1780,위원회가 슬로바키아로 하여,neutral
1781,발생은 끊이지 않고 ,negative
1781,강원도 화천군에서 발견된 야생멧돼지,neutral
1782,경북종돈 이희득 회장이 종돈산업 발전기금으로 1천만원을 내놨다,neutral
1782,한돈협회와 종돈생산자협회의,neutral
1783,차단방역에  기하기로 했다,neutral
1784,지난해 돼지 출하물량이 사상 최고치를 기록한 가운데 등급판정 성적도 올랐다,positive
1784,1등급 이상 출현율이 ,positive
1784,이는 전달 ,neutral
1785,지난해 한돈 생산량은 사상 최고치를 기록했지만 자급률은 여전히 바닥권을 벗어나지 못했다,negative
1785,한돈 생산량은 97만여톤으로 18년 93만6천톤에 비해,neutral
1786,가격 하락에 따라 후보돈 판매,negative
1786,감소했다,negative
1786,번식용 씨돼지 이동두수를 연도별,neutral
1787,종돈업계 관계자들이 협약을 축하하고 ,positive
1787,손을 맞잡았다,neutral
1787,양 단체는 지난,neutral
1788,연속 대상을 수상하는 쾌거를 거뒀다,positive
1788,본지 3342호,neutral
1789,지난해 돼지고기 수입량이 다소 줄었지만 ,neutral
1789,감소했다,negative
1789,이로써 19년 연간 수입 물량은 42만1천톤,neutral
1790,제한하되 양돈분뇨 정화방류 수질기준도 크게 강화할 계획이다,neutral
1790,이라며 강력히 반발하고 ,negative
1790,의견수렴에 착수했다,neutral
1790,이에 따르면 제주도내 액비살,neutral
1791,자조금이 투입될 수 있는 선제적 대응체계가 구축된다,neutral
1791,예산 변경안을 원안 의결했다,neutral
1792,시기의 돈가상승은 전국적인 할인행사의 영향도 컸다는 분석이 나왔다,positive
1792,C연구소(대표 정영철)는 최근 양,neutral
1793,성금모금대책위원장이 성금전달식을 갖고 ,neutral
1793,조합장 박광욱)이 ASF 피해농,neutral
1794,인공수정기자재 전문업체인 (주)송강지엘씨(대표이사 원성오)의 초음파진단기 해외수출시장이 새해에는,neutral
1795,입맛도 살리고 ,positive
1795,돼지고기는 우리 몸을 구성하고 유지하는 데 필요한 양질의 영양분을 많이 함유하고 ,positive
1795,무기질이 풍부하다,positive
1795,이번에 농진청이 소개한 돼지고기 요리는 두부돼지고기볶음,neutral
1796,전망이 현실화될 가능성이 높은 것으로 내다봤다,neutral
1796,지난,neutral
1797,수입육의 위협은 더 거셌다,negative
1797,특히 과거 삼겹 등 일부 영역에만 국한됐던 수입육 공세가 시장 전반에 걸쳐 나타나고 있어 더욱 우려되고 ,negative
1797,감소했다,negative
1797,가격 하락과 국제 돼지고기 가격 상승에 따른 결과로 보인다,neutral
1797,감안하면 전체 물량이 결코 적다고 ,neutral
1798,국내 대부분의 농가들이 지난해 저돈가에 신음했다,negative
1798,한돈협회가,neutral
1799,대한수의사회 회장에 허주형 후보가 당선됐다,neutral
1799,첫 직선제 대한수의사회 회장에 허주형 한국동물병원협회장이 당선됐다,neutral
1799,대한수의사회 회장 선거를 실시하고 허주형 후보가 차기 회장에 당선됐다고 ,neutral
1800,성금 3천만원을 기탁했다,positive
1800,대한한돈협회 오재곤 AS,neutral
1801,방역조치들을 소개하며 주목을 받았다,positive
1801,기구가 참여해 세계적으로 전례 없이 확산되고 있는 아프리카돼지열병에 대응하기 위한 국제 협력 강화 필요성에 참석자,neutral
1802,고 포부를 밝혔다,positive
1802,신임 오병석 원장은 2,neutral
1803,한돈 약세 여파로 돼지 사육두수가 줄었다,negative
1803,특히 모돈이 크게 줄어 향후 두수 감소세가 더 이어질,neutral
1803,각각 감소했다,neutral
1803,특히 이 가운데,neutral
1804,한자리에 모인 가운데 ‘접경지역 ASF 희생농가 총궐기대회,neutral
1804,확실한 보상대책 마련을 촉구하고 ,negative
1804,한자리에 모인 가운데 ‘접경지역 ASF 희생농가 총궐기대회,neutral
1804,정신적 피해를 감내해야 하는 상황이 한계에 이르렀기 때문이다,negative
1804,확실한 보상대책 마련을 촉구하고 ,negative
1804,정부는 여전히 ‘묵묵부답,negative
1805,확실한 보상대책 마련을 촉구하고 ,negative
1805,참여한 가운데 접경지역 ASF 희생농가 총궐기대회,neutral
1805,추가로 발생하지 않고,neutral
1806,▲ 농진청 황규석 차장은 21일 경기 여주 농업인 교육현장을 찾아 수강중인 농업인들을  주요 농업현안에 대한 현장의견을 들었다,neutral
1806,사진은 고구마무병묘배양센터,neutral
1807,액비살포 제한 추진에 대한 논란이 확산되고 ,negative
1807,양돈업계가 강력히 반발하고 ,negative
1807,최근 이같은 내용을 골자로 제주도의 ,neutral
1807,자가이용 액비를 포함한 모든 액비의 품질기준에 비료관리법을 적용,neutral
1808,미치지 못하고 ,negative
1808,돼지 거래가격의 기준이 되는 전국 도매시장 평균가격이 상대적으로 낮게 형성될 수 밖에 없는 현실이 다시한번 확인됐다,negative
1808,돼지도체등급판정 결과 지난 한해,neutral
1809,성장하며 지속적인 신기록 행진을 이어가고 ,positive
1809,지속적인 신기록 행진을 이어가고 ,positive
1809,배에 달하는 높은 성장세를 보였다,positive
1809,물량 면에서는 소폭 상승했으나 환율 급등과 치열한 경쟁상황에 따른 경영,neutral
1810,조속한 재입식을 강력히 촉구했다,negative
1810,집회 참가 농가들이 구호를 외치고 ,neutral
1810,책임자 면담과 사죄를 요구하며 경찰과 대치하고 ,negative
1810,지역과 장기간 이동제한에 묶여있는 강원도 철원 등 ASF 피해 5개지역은 물론 양주,neutral
1810,총괄비,neutral
1811,서울노숙인시설협회에 전달하고 ,neutral
1811,설맞이 사랑의 한돈 나눔’ 행사를 가졌다,positive
1811,농가가 우리 땅에서 정성껏,positive
1812,대표이사 민동수)은 지난 14일 백두대간영농조합법인(대표이사 김도영) 및 백두대간 브랜드협의회(회장,neutral
1813,홍보 활동을 펼쳤다,neutral
1813,국립농산물품질관리원,neutral
1814,대폭락했다,negative
1814,22일 2천393원을 형성했다,neutral
1814,이전 산지 출하물량 증가 속에 도매시장 출하물량도 크게 는 영향으로 풀이된다,neutral
1814,특히 20일 출하물량은 역대 최고 수준인 9만1천두가 출하,positive
1815,▲ 한국농촌경제연구원은 22일 서울 롯데호텔에서 농업전망 2020을 개최했다,neutral
1815,대회’가 막이 올랐다,neutral
1815,관계 종,neutral
1816,공익직불제 도입 효과에 힘입어 농가소득은 4500만원에 근접할 것으로 전망했다,positive
1816,공익직불제 도입 효과에 힘입어 ,positive
1816,중장기적으로 젖소를 제외한 주요 축종의 증가세로 연평균 ,neutral
1816,국내 농축산업을 전망했다,neutral
1816,증가한 50조4380억원으로 전망했다,positive
1816,증가한 19조8660억원으로 전망했다,positive
1816,농가소득은 이전소득 증가에 힘입어 4500만원에 근접할 전망이다,positive
1816,농업총수,positive
1817,한돈 자조금이 올해 수입 돈육과의 경쟁에서 확실한 우위를 점할 수 있도록 홍보마케팅을 강화키로 했다,positive
1817,가격 안정 방안에 대해 논의했다,neutral
1818,한번 연간 생산량 신기록을 세웠다,positive
1818,최근 농림축산식품부에 따르면 12월 양돈사료량은 62만2천톤으로 전달 60만4천톤,neutral
1819,수의사국가시험 합격자를 발표했다,neutral
1819,지난 17일 경기,neutral
1820,피해를 입은 접경지역 양돈농가들은 지난 20일 세종시 농림축산식품부 앞에서 총궐기,neutral
1821,전국 일제소독을 실시한다고 ,neutral
1821,일제히 청소와 소독을 실시한다고 ,neutral
1821,이번 일제소독은 설 연휴 기간,neutral
1822,적극 나서기로 했다,positive
1822,모돈 감축 추진과 함께 대기업 참여도 독려될 전망이다,positive
1822,극심한 소비부진으로 하락세에 있는 국내산 돼지고기 가격이 최근 생산비에도 훨씬 미치지 못하는,negative
1823,이해부족 등 어려움을 호소하고 ,negative
1823,이에 축산환경관리원,neutral
1824,농업의 틀을 바꾸는 중심에 놓여 있는 공익형직불제에,neutral
1825,부모가정 지원시설에 전달했다,positive
1825,설 연휴를 앞둔 지난 21일 노사가 함께 이웃사랑 실천과 소외계층 지,positive
1826,측정 장비를 의무적으로 설치해야 한다,neutral
1826,가능성에 불안감을 감추지 못하고 ,negative
1826,기계장비 설치 지원사업이 대폭 확대된다,positive
1826,효과적으로 냄새저감시설을 운영하고 냄새발생,negative
1827,이달의 돼지출하두수가 전년 수준이 될 것이란 전망이 나왔다,neutral
1827,토대로 돼지출하두수를 추정한 결,neutral
1828,▲ 한돈협회가 긴급 회장단 및 도협의회장 회의에서 돈가안정 대책을 논의하고 ,neutral
1828,자구책 마련에 부심하고 ,neutral
1828,가능한 모든 방안을 동원해야 한다는 절박감속에 연일 대책을 쏟아내고 ,neutral
1828,돼지가격 안정대책을 추진키로 했다.,neutral
1828,자율적 모돈감축의 필요성에 전반적인 공감대가 형성됐다,neutral
1828,돼지가격 안정을 위해선 적정 출하두수 유지가 전제돼야 한다는 판단에 따른 것이다,neutral
1828,따라서 ,positive
1829,농가를 돕기 위해 전 직원 소비촉진 실천 활동에 들어갔다,positive
1829,발생 이후 돼지 출하량과 재고량이 늘고,negative
1830,백신기술이 개발됐다,positive
1830,백신 기술 개발에 성공했다고 미국 미생물학회지를 통해 밝혔다,positive
1830,이에 따르면 이 백신기술은 미국 정부가,neutral
